"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","id","reply_count","retweet_count","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","urls/1/display_url","urls/1/expanded_url","urls/1/url","urls/2/display_url","urls/2/expanded_url","urls/2/url","urls/3/display_url","urls/3/expanded_url","urls/3/url","user/advertiser_account_type","user/blocked_by","user/blocking","user/business_profile_state","user/can_dm","user/contributors_enabled","user/created_at","user/default_profile_image","user/description","user/ext_has_nft_avatar","user/fast_followers_count","user/favourites_count","user/follow_request_sent","user/followed_by","user/followers_count","user/following","user/friends_count","user/geo_enabled","user/has_custom_timelines","user/id","user/id_str","user/is_translation_enabled","user/is_translator","user/lang","user/listed_count","user/location","user/media_count","user/muting","user/name","user/normal_followers_count","user/notifications","user/profile_background_color","user/profile_background_image_url","user/profile_background_image_url_https","user/profile_background_tile","user/profile_banner_extensions_sensitive_media_warning","user/profile_banner_url","user/profile_image_extensions_sensitive_media_warning","user/profile_image_url","user/profile_image_url_https","user/profile_sidebar_border_color","user/profile_sidebar_fill_color","user/profile_text_color","user/profile_use_background_image","user/protected","user/require_some_consent","user/screen_name","user/statuses_count","user/time_zone","user/translator_type","user/url","user/utc_offset","user/verified","user/want_retweets","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name"
"1472173126696173574","2021-12-18T11:53:19.000Z","34","【2021/12/18 宜蘭直營門市霹靂英雄見面會📣】
▪偶像名單：原無鄉（玄甲）、天劍非天✨
▫️操偶師：蕭儀村師傅、主持人：風三少、助理：丁弼
#霹靂布袋戲  #宜蘭傳藝店 #原無鄉 #天劍非天 #霹靂英雄見面會 https://t.co/zxw5alRFZw","霹靂布袋戲","宜蘭傳藝店","原無鄉","天劍非天","霹靂英雄見面會",,,,,"1472173126696173574","0","16","https://twitter.com/Yilanpili/status/1472173126696173574",,,,,,,,,,,,,"none",,,"none",,"false","2020-04-08T09:11:37.000Z","false","【大霹靂宜蘭傳藝直營店】 營業時間：週一至週日 09:00 – 18:00 聯絡電話：(03) 960-5690 地址資訊：宜蘭縣五結鄉五濱路二段201號 (國立傳統藝術中心 文昌街12號)","false","0","2",,,"285",,"2","false","false","1247814037821247500","1247814037821247489","false","false",,"3","","761",,"大霹靂宜蘭傳藝店","285",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1247814037821247489/1639800207",,"http://pbs.twimg.com/profile_images/1460136124442353664/gEU5hdqJ_normal.jpg","https://pbs.twimg.com/profile_images/1460136124442353664/gEU5hdqJ_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","Yilanpili","773",,"none","https://t.co/RqdHDwNWLs",,"false",,,,
"1459746056120389632","2021-11-14T04:52:35.000Z","28","◆霹靂英雄戰紀カクテル第二弾◆
道友は誰と飲んでみたい？🍷
こんなにオススメのキャラカクテルがあるよ、一緒に「酒鬼夜行」しようか！
公式FBより
https://t.co/PrbhpNk9wO

🍷花信風：碧雲引蜂（Cheers Bee Matchaという抹茶のカクテル）
「私と共に蹈天の艶色を楽しもうか」 https://t.co/ltSHfFecpB",,,,,,,,,,"1459746056120389632","1","16","https://twitter.com/sendra1313/status/1459746056120389632","reurl.cc/gzpgKQ","https://reurl.cc/gzpgKQ","https://t.co/PrbhpNk9wO",,,,,,,,,,"promotable_user",,,"none",,"false","2012-04-07T19:41:07.000Z","false","※成人済みでR18と腐と日常の呟きがある◆ゆっくりと昔の霹靂を観たり描いたり※名前や称号、場所、武学、組織などは原文ママ◆救いはない魔王子信者で妄想ばかり※夢女の部分もある◆魔左固定で主に魔赤と魔情／螣赦／蓮襲蓮／鳳豹（金銀も好物）／魔息版龍盜◆日本語メインでFRBご自由に◆詳細→https://t.co/THAo6a5XpO","false","0","16226",,,"129",,"287","false","true","547859050","547859050","false","false",,"1","台灣","1984",,"おくしょ🍠","129",,"000000","http://abs.twimg.com/images/themes/theme14/bg.gif","https://abs.twimg.com/images/themes/theme14/bg.gif","false",,"https://pbs.twimg.com/profile_banners/547859050/1594963255",,"http://pbs.twimg.com/profile_images/1464294352399003651/Cjuz4ma9_normal.jpg","https://pbs.twimg.com/profile_images/1464294352399003651/Cjuz4ma9_normal.jpg","000000","000000","000000","false","false","false","sendra1313","8893",,"none","https://t.co/GunXswmGSm",,"false",,,,
"1149650712558632962","2019-07-12T12:04:24.000Z","14","おお！Netflixで布袋劇が観られる日が来ようとは！！
＞PILI人形劇：ウォー・オブ・ドラゴンズ(霹靂英雄戰紀之刀說異數)
https://t.co/By4lQ6agyD https://t.co/yqF7H5Gvyl",,,,,,,,,,"1149650712558632962","0","10","https://twitter.com/koiddon/status/1149650712558632962","netflix.com/title/81094893…","https://www.netflix.com/title/81094893?s=a&trkid=13747225&t=cp","https://t.co/By4lQ6agyD",,,,,,,,,,"promotable_user",,,"none",,"false","2010-09-27T03:59:03.000Z","false","海外のアニメーションに関するつぶやきが多めですが、本人は映画ファンのつもりです…。","false","0","41704",,,"3354",,"2609","false","false","195611213","195611213","false","false",,"0","","8766",,"massando","3354",,"010612","http://abs.twimg.com/images/themes/theme6/bg.gif","https://abs.twimg.com/images/themes/theme6/bg.gif","false",,"https://pbs.twimg.com/profile_banners/195611213/1398344192",,"http://pbs.twimg.com/profile_images/2581050773/tw5p5qkbplgrifi75r3k_normal.jpeg","https://pbs.twimg.com/profile_images/2581050773/tw5p5qkbplgrifi75r3k_normal.jpeg","000000","A0C5C7","333333","true","false","false","koiddon","51438",,"regular","https://t.co/IgfQjykmPc",,"false",,,,
"1309315326127996928","2020-09-25T02:14:34.000Z","14","#벽력신상품정보
【9/25(금)📣】

➤투명카드-제3탄
➤《Thunderbolt Fantasy Project》만쥬(5종)
➤벽력포대희 x 소차재당小茶栽堂
《벽렫영웅전기 경교합 霹靂英雄戰紀輕巧盒》인기티세트(6종)
➤베개커버《청양자&amp;정도군》
➤소장용 카드앨범
➤자국이 남지않는 스티커(4종)
➤DIY 시리즈 https://t.co/PI2u5SHzdM","벽력신상품정보",,,,,,,,,"1309315326127996928","1","16","https://twitter.com/pili_fan_info/status/1309315326127996928",,,,,,,,,,,,,"none",,,"none",,"false","2019-06-30T14:31:10.000Z","false","벽력포대희 비공식 정보봇. 모든 정보들의 출처는 벽력포대희 공식 홈페이지/페이스북/웨이보/유튜브","false","0","28",,,"51",,"0","false","false","1145338994655240200","1145338994655240194","false","false",,"0","고경 신주","527",,"벽력포대희 비공식 정보봇","51",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1145338994655240194/1561906882",,"http://pbs.twimg.com/profile_images/1145350352583004160/rmIjUcS-_normal.jpg","https://pbs.twimg.com/profile_images/1145350352583004160/rmIjUcS-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","pili_fan_info","572",,"none",,,"false",,,,
"1431124343707164673","2021-08-27T05:20:07.000Z","19","...drink your #puppet hero #beer. 

#霹靂 英雄 寒煙翠 https://t.co/y4LJcGI1cK","puppet","beer","霹靂",,,,,,,"1431124343707164673","1","4","https://twitter.com/WhenInTaiwan/status/1431124343707164673",,,,,,,,,,,,,"promotable_user",,,"none",,"false","2018-07-12T21:49:21.000Z","false","...it’s a bit like this. #台灣 (The non-bird stuff)","false","0","5637",,,"4620",,"1800","true","false","1017526348905054200","1017526348905054208","false","false",,"21","Taiwan","1896",,"When in Taiwan...","4620",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1017526348905054208/1548851723",,"http://pbs.twimg.com/profile_images/1448541694295613441/jXW_byg__normal.jpg","https://pbs.twimg.com/profile_images/1448541694295613441/jXW_byg__normal.jpg","C0DEED","DDEEF6","333333","true","false","false","WhenInTaiwan","3661",,"none",,,"false",,,,
"1149473086820904960","2019-07-12T00:18:34.000Z","22","霹靂布袋戲の『霹靂英雄戰紀之刀說異數』がNetflixで配信開始。
ネトフリはダウンロードすればどこでも視聴出来るのが便利ですね😊
邦題は『ウォー・オブ・ドラゴンズ』なので、Netflixで『ウォーオブドラゴン』『pili』『人形劇』で検索すれば出てきます。
リンクはこちら↓
https://t.co/to9kJR2xNA https://t.co/ldjLvTBfM6",,,,,,,,,,"1149473086820904960","1","27","https://twitter.com/hachboltfantasy/status/1149473086820904960","netflix.com/title/81094893…","https://www.netflix.com/title/81094893?s=i","https://t.co/to9kJR2xNA",,,,,,,,,,"none",,,"none",,"false","2017-12-27T04:22:42.000Z","false","2018年秋、宝塚にて「Thunderbolt Fantasy東離劍遊紀」舞台化！ サンダーボルトファンタジーって？な人へ、宝塚って？？な人へ。布教用垢です。あくまで個人的呟きなので正確な情報は公式サイトをご覧下さいね。相互希望の方は声かけてね。ツイログhttps://t.co/elQvcgMdNG","false","0","36860",,,"632",,"242","false","false","945872543184859100","945872543184859136","false","false",,"13","日本","1064",,"はち@ヅカ東離","632",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/945872543184859136/1521799813",,"http://pbs.twimg.com/profile_images/945876394852024320/WeGMpm63_normal.jpg","https://pbs.twimg.com/profile_images/945876394852024320/WeGMpm63_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","hachboltfantasy","12188",,"none",,,"false",,,,
"1445337994290864132","2021-10-05T10:40:05.000Z","22","霹靂さんから人気投票の結果がメールで来ていました！
凜さん、おめでとうございます！😆

各大系列的大頭貼人氣贏家為：

素還真 | 霹靂英雄戰紀
凜雪鴉 | Thunderbolt Fantasy 東離劍遊紀
月無缺 | 霹靂正劇 https://t.co/t4koJe2kdl",,,,,,,,,,"1445337994290864132","0","6","https://twitter.com/chai_touri/status/1445337994290864132",,,,,,,,,,,,,"promotable_user",,,"none",,"false","2017-04-08T01:17:23.000Z","false","TBF右無生＆右狂狷＆右軍破沼在住。殤さん、狩兄、殘凶、生命練習生も好き。成人して久しく、腐っています。GoodOmensと羅小黒戦記は聖域。語学レベルは英語が中学生以下、中国語に至っては百度先生が命綱です。絵・文の無断転用転載はなさらないで下さい。https://t.co/8tvormsQT7","false","0","97324",,,"314",,"202","false","true","850517898401505300","850517898401505280","false","false",,"11","西幽","1863",,"東離チャイ","314",,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/850517898401505280/1592903017",,"http://pbs.twimg.com/profile_images/1371687944440877058/Wm_Zo5OU_normal.jpg","https://pbs.twimg.com/profile_images/1371687944440877058/Wm_Zo5OU_normal.jpg","000000","000000","000000","false","false","false","chai_touri","21824",,"none","https://t.co/e187ACrtrR",,"false",,,,
"1144950219890548737","2019-06-29T12:46:19.000Z","9","◎霹靂英雄榜－『肌肉特輯』 「マッスルスペシャル」です！
一觀這些擁有健壯肌肉的好男兒。(*☻-☻*)OH〜本家〜
#霹靂布袋戲 https://t.co/qGRx1GLEQy","霹靂布袋戲",,,,,,,,,"1144950219890548737","0","2","https://twitter.com/nilecat6695/status/1144950219890548737",,,,,,,,,,,,,"none",,,"none",,"false","2019-02-01T04:53:56.000Z","false","東離劍遊紀ファン。 1期殺無生推し、丹家応援。2期浪巫謠と聆牙応援。 蝶よ花よ殺無生よと、唯殺無生を賛美し愛でる。 成人。やや腐。霹靂ドラマ少しだけ。花、生き物、グルメなど色々ツイート。台湾が好き。コスプレイヤーさん、絵描きさん、様々手造りされる方好き。禁無断転載","false","0","59005",,,"140",,"304","false","true","1091197937244196900","1091197937244196864","false","false",,"2","","862",,"NILECAT6695 (にゃいゆ)","140",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1091197937244196864/1551444173",,"http://pbs.twimg.com/profile_images/1091211982764535814/X3Dx6AHX_normal.jpg","https://pbs.twimg.com/profile_images/1091211982764535814/X3Dx6AHX_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","nilecat6695","33063",,"none",,,"false",,,,
"1291356682681901056","2020-08-06T12:53:20.000Z","4","|霹靂x小茶栽堂|霹靂英雄戰紀輕巧盒|
聯名設計的好美🥺 一下班就跟菌飛去買🤪
#霹靂 #葉小釵 #素還真 #花信風 #崎路人 https://t.co/7kLnh3Wopr","霹靂","葉小釵","素還真","花信風","崎路人",,,,,"1291356682681901056","1","5","https://twitter.com/yitung8059/status/1291356682681901056",,,,,,,,,,,,,"none",,,"none",,"false","2015-03-02T13:50:03.000Z","false","台北怪人/高橋涼介一生推/木頭菜逼八","false","0","8839",,,"83",,"257","true","false","3056333323","3056333323","false","false",,"1","","220",,"乙銅","83",,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/3056333323/1425305776",,"http://pbs.twimg.com/profile_images/1325470631744294914/RsatbJU2_normal.jpg","https://pbs.twimg.com/profile_images/1325470631744294914/RsatbJU2_normal.jpg","000000","000000","000000","false","false","false","yitung8059","477",,"none","https://t.co/tCfV9kfKUg",,"false",,,,
"1336979866080559107","2020-12-10T10:23:34.000Z","8","#葉小釵
圖片來源：霹靂英雄戰紀 臉書
https://t.co/cjBN0eQL8z https://t.co/WhNEWd4RLu","葉小釵",,,,,,,,,"1336979866080559107","0","9","https://twitter.com/Yexiaochaiclub_/status/1336979866080559107","facebook.com/95612421791666…","https://www.facebook.com/956124217916665/posts/1531601573702257/","https://t.co/cjBN0eQL8z",,,,,,,,,,"none",,,"none",,"false","2016-10-01T08:19:13.000Z","false","葉小釵, 人稱刀狂劍癡. 
霹靂主角之一.
白髮披肩,臉上的英雄疤是其特色, 耿直專一,守信重諾的俠客.
著名的武功招式有:探/自謙/必勝,心劍,活殺留聲等!
官會LINE群: 請搜尋 “葉小釵後援會（戲迷交流互動室）”","false","0","158",,,"106",,"14","false","true","782132746986541000","782132746986541057","false","false",,"1","台北市, 台灣","153",,"葉小釵官方後援會","106",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/782132746986541057/1475313078",,"http://pbs.twimg.com/profile_images/1016713288132935681/INhUfgF7_normal.jpg","https://pbs.twimg.com/profile_images/1016713288132935681/INhUfgF7_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","Yexiaochaiclub_","230",,"none",,,"false",,,,
"1298088231901081605","2020-08-25T02:42:06.000Z","7","📢벽력영웅시리즈 제1탄 LINE표정 스티커 발매

✅霹靂英雄LINE表情貼로 검색 혹은
여기서 다운로드：https://t.co/zawovqdtmD https://t.co/rQLRFFJxpl",,,,,,,,,,"1298088231901081605","0","7","https://twitter.com/pili_fan_info/status/1298088231901081605","pse.is/UUAA5","https://pse.is/UUAA5","https://t.co/zawovqdtmD",,,,,,,,,,"none",,,"none",,"false","2019-06-30T14:31:10.000Z","false","벽력포대희 비공식 정보봇. 모든 정보들의 출처는 벽력포대희 공식 홈페이지/페이스북/웨이보/유튜브","false","0","28",,,"51",,"0","false","false","1145338994655240200","1145338994655240194","false","false",,"0","고경 신주","527",,"벽력포대희 비공식 정보봇","51",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1145338994655240194/1561906882",,"http://pbs.twimg.com/profile_images/1145350352583004160/rmIjUcS-_normal.jpg","https://pbs.twimg.com/profile_images/1145350352583004160/rmIjUcS-_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","pili_fan_info","572",,"none",,,"false",,,,
"1424574728593805320","2021-08-09T03:34:17.000Z","22","#霹靂 #東離 #thunderboltfantasy #サンファン　#布袋戲
霹靂英雄IP特展台北
Event limited goods
イベント限定
代行🉑
https://t.co/MY5NiUqFjr https://t.co/TyoDhFOg1t","霹靂","東離","thunderboltfantasy","サンファン","布袋戲",,,,,"1424574728593805320","4","11","https://twitter.com/tbf_ff/status/1424574728593805320","facebook.com/26805250331813…","https://www.facebook.com/268052503318139/posts/3928513557271997/","https://t.co/MY5NiUqFjr",,,,,,,,,,"none",,,"none",,"false","2021-04-22T07:22:21.000Z","false","台湾&布袋劇の情報発信、交流アカです。お買い物代行はPayPal、TWDまたはJPY口座対応🉑お気軽にDMにてお問い合わせください。本垢@rayliugogo +誰か","false","0","3444",,,"310",,"838","false","true","1385131636002463700","1385131636002463746","false","false",,"4","","727",,"tbf_ff","310",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1385131636002463746/1619076282",,"http://pbs.twimg.com/profile_images/1389056344477474821/7CuG8ZjN_normal.jpg","https://pbs.twimg.com/profile_images/1389056344477474821/7CuG8ZjN_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","tbf_ff","3665",,"none",,,"false",,,,
"1204243826644156416","2019-12-10T03:37:56.000Z","6","[霹靂英雄 隨你填貼圖]
https://t.co/Ss812NRI8H

好可愛喔喔喔喔喔！可以換字喔 https://t.co/MpJgn9NkNB",,,,,,,,,,"1204243826644156416","0","1","https://twitter.com/yonzen04/status/1204243826644156416","line.me/S/sticker/1626…","https://line.me/S/sticker/16263/?lang=zh-Hant&ref=gnsh_stickerDetail","https://t.co/Ss812NRI8H",,,,,,,,,,"none",,,"none",,"false","2013-12-05T09:52:52.000Z","false","sprudel。台湾人です、日本語下手過ぎる、色々ご迷惑にすみません！ 龍宿love♥，任何《鬥天傳》宣傳的偶照、連結的帳號會直接靜音，偶有政治轉推文
https://t.co/Peo9ifUWxT","false","0","2336",,,"102",,"61","false","true","2231238200","2231238200","false","false",,"2","台湾．台北","431",,"凪　(ФωФ)","102",,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","true",,"https://pbs.twimg.com/profile_banners/2231238200/1591521383",,"http://pbs.twimg.com/profile_images/1118769834903265280/brHDH_Hr_normal.png","https://pbs.twimg.com/profile_images/1118769834903265280/brHDH_Hr_normal.png","C0DEED","DDEEF6","333333","true","false","false","yonzen04","1340",,"none",,,"false",,,,
"1438716817644535810","2021-09-17T04:09:54.000Z","14","【霹靂英雄戰紀形象月餅開賣🥮】
https://t.co/2KzfCxw7qg

ㄍ我以為是真的（ https://t.co/46RKTx80J6",,,,,,,,,,"1438716817644535810","1","9","https://twitter.com/ucolulhz_ek/status/1438716817644535810","facebook.com/95612421791666…","https://www.facebook.com/956124217916665/posts/1726043437591402/","https://t.co/2KzfCxw7qg",,,,,,,,,,"promotable_user",,,"none",,"false","2016-01-10T13:16:46.000Z","false","布袋戲垢/台湾人/成人済み。
霹靂布袋戲 ➡轟動武林~戰禍邪神、魔封~碧血玄黃完走。
視聴中：破邪傳、戰魔策
※中文繁体字メイン、時々変な日本語。 
無言フォロー失礼しました。
只有看霹靂，看不出有布袋戲相關的帳號會移除。
💮 icon:銀離子","false","0","3660",,,"130",,"77","false","false","4738455949","4738455949","false","false",,"0","台湾","1450",,"🔸英ㄟ💸缺缺阿嬤🐈","130",,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","true",,"https://pbs.twimg.com/profile_banners/4738455949/1591452607",,"http://pbs.twimg.com/profile_images/1455908687001034752/U_FMFMxb_normal.jpg","https://pbs.twimg.com/profile_images/1455908687001034752/U_FMFMxb_normal.jpg","000000","000000","000000","true","false","false","ucolulhz_ek","10706",,"none",,,"false",,,,
"1361894050345877504","2021-02-17T04:23:39.000Z","6","謝了霹靂英雄戰記我愛你們 https://t.co/8AFtPfdNsX",,,,,,,,,,"1361894050345877504","0","0","https://twitter.com/idonotknowqqq/status/1361894050345877504",,,,,,,,,,,,,"none",,,"none",,"false","2020-07-30T13:39:20.000Z","false","（閉關中） 老黃/琴箕推/通知🔕/留言都會看但因為有點忙不一定每則都回不好意思/FF外不回應","false","0","16339",,,"80",,"71","true","false","1288831510192087000","1288831510192087041","false","false",,"0","請先看自介 以免被雷打到","4563",,"兵災雪你手腳快一點","80",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1288831510192087041/1638710733",,"http://pbs.twimg.com/profile_images/1459475357862854657/kmbNwPp__normal.png","https://pbs.twimg.com/profile_images/1459475357862854657/kmbNwPp__normal.png","C0DEED","DDEEF6","333333","true","false","false","idonotknowqqq","18097",,"none","https://t.co/5oZJcNW3f7",,"false",,,,
"1360878906241212419","2021-02-14T09:09:49.000Z","45","新春特番の霹靂英雄戰紀パートの訳文です https://t.co/Q2zE5CVrHM",,,,,,,,,,"1360878906241212419","2","30","https://twitter.com/nemi774/status/1360878906241212419","fse.tw/VNPMlBEE#all","https://fse.tw/VNPMlBEE#all","https://t.co/Q2zE5CVrHM",,,,,,,,,,"none",,,"none",,"false","2014-05-23T11:56:05.000Z","false","刀龍傳說～霹靂俠峰、霹靂兵烽決～霹靂朝靈闕、霹靂英雄戰紀、サンファン視聴済み｜霹靂天越、碧血玄黃、サンファン三期なう","false","0","4302",,,"150",,"71","false","true","2517664220","2517664220","false","false",,"6","台灣獨立","1184",,"ねみ","150",,"EDECE9","http://abs.twimg.com/images/themes/theme3/bg.gif","https://abs.twimg.com/images/themes/theme3/bg.gif","false",,"https://pbs.twimg.com/profile_banners/2517664220/1605527109",,"http://pbs.twimg.com/profile_images/1334424679306563585/UwbXfpZ-_normal.png","https://pbs.twimg.com/profile_images/1334424679306563585/UwbXfpZ-_normal.png","D3D2CF","E3E2DE","634047","true","false","false","nemi774","9482",,"none",,,"false",,,,
"1395235657581137926","2021-05-20T04:31:17.000Z","26","#霹靂
#布袋戲
夜雨滄神、葉小釵、天扇子、天跡、疏樓龍宿、意琦行

霹靂英雄典藏明信片書預購05/20-06/03
https://t.co/Z9WisVbMIb https://t.co/GO4pcDxrYS","霹靂","布袋戲",,,,,,,,"1395235657581137926","1","14","https://twitter.com/konoshimo/status/1395235657581137926","events.pili.com.tw/Pilifan/fundin…","https://events.pili.com.tw/Pilifan/funding/","https://t.co/Z9WisVbMIb",,,,,,,,,,"none",,,"none",,"false","2010-01-14T05:50:04.000Z","false","SS+LC双子、ミーノス、アルバミ、ミーノス受，ミ受QQ：39719254／SS+LC雙子、米諾斯、雅米、ALL米，米受群：39719254","false","0","105427",,,"877",,"1616","true","true","104726536","104726536","false","false",,"8","台灣(Taiwan)","5924",,"Milk Mother","877",,"C6E2EE","http://abs.twimg.com/images/themes/theme2/bg.gif","https://abs.twimg.com/images/themes/theme2/bg.gif","false",,"https://pbs.twimg.com/profile_banners/104726536/1425290999",,"http://pbs.twimg.com/profile_images/572027815660421120/IvxRm_Fn_normal.jpeg","https://pbs.twimg.com/profile_images/572027815660421120/IvxRm_Fn_normal.jpeg","C6E2EE","DAECF4","663B12","true","false","false","konoshimo","90652",,"none","http://t.co/ldOO4cQgxS",,"false",,,,
